[392, 118, 922, 158, 663, 739, 403, 731, 827, 231, 954, 1002, 746, 246, 758, 442, 210, 810, 214, 695, 853, 703, 866, 318, 457, 180, 70, 348, 717, 30, 247, 545]
[770, 636, 988, 572, 335, 120, 45, 356, 472, 895, 417, 255, 828, 650, 420, 836, 862, 401, 980, 940, 95, 8, 266, 809, 557, 754, 233, 543, 511, 387, 264, 649]
[130, 451, 280, 300, 162, 80, 298, 126, 682, 127, 683, 131, 473, 55, 1019, 647, 674, 360, 842, 747, 100, 658, 47, 830, 92, 176, 465, 137, 1006, 259, 292, 489]
[135, 241, 528, 833, 68, 221, 12, 173, 544, 398, 185, 968, 689, 546, 686, 771, 588, 736, 129, 782, 379, 208, 213, 718, 886, 581, 878, 734, 976, 997, 381, 371]
[514, 150, 132, 750, 43, 320, 949, 877, 156, 453, 19, 463, 177, 609, 962, 920, 569, 501, 958, 854, 113, 740, 284, 77, 21, 591, 917, 424, 838, 885, 707, 820]
[426, 328, 314, 191, 955, 207, 258, 376, 110, 437, 350, 530, 217, 63, 807, 858, 803, 33, 648, 188, 851, 791, 798, 71, 839, 14, 548, 1011, 759, 310, 313, 187]
[236, 752, 1017, 295, 745, 257, 841, 843, 370, 261, 133, 947, 169, 181, 462, 111, 1013, 789, 311, 561, 845, 11, 684, 884, 776, 276, 115, 152, 29, 240, 727, 753]
[654, 1016, 418, 755, 698, 873, 273, 578, 929, 840, 277, 64, 849, 315, 876, 119, 265, 857, 394, 847, 583, 586, 832, 239, 443, 304, 883, 347, 644, 905, 579, 153]
[193, 998, 685, 837, 515, 996, 270, 538, 136, 88, 539, 366, 237, 956, 610, 440, 211, 54, 865, 107, 286, 428, 699, 808, 469, 779, 427, 991, 368, 481, 904, 592]
[914, 269, 564, 83, 967, 337, 518, 78, 26, 982, 167, 693, 990, 994, 250, 268, 232, 192, 340, 613, 99, 834, 646, 72, 972, 215, 709, 552, 673, 389, 928, 525]
[537, 829, 294, 334, 959, 712, 459, 98, 701, 369, 190, 589, 42, 432, 691, 67, 492, 597, 414, 474, 396, 950, 541, 517, 723, 961, 10, 635, 761, 357, 566, 941]
[35, 888, 812, 672, 540, 478, 523, 506, 399, 766, 520, 271, 559, 447, 992, 571, 477, 32, 664, 182, 786, 154, 289, 415, 971, 228, 206, 367, 813, 296, 560, 562]
[184, 499, 444, 767, 433, 687, 1001, 912, 31, 744, 93, 584, 363, 1003, 456, 801, 741, 41, 989, 419, 490, 669, 769, 509, 633, 345, 365, 882, 58, 124, 601, 1008]
[897, 122, 729, 625, 616, 454, 344, 864, 411, 302, 448, 103, 252, 331, 429, 1014, 641, 209, 618, 780, 204, 4, 908, 38, 195, 700, 872, 580, 17, 171, 668, 713]
[24, 336, 749, 125, 620, 942, 333, 358, 874, 527, 413, 7, 13, 507, 364, 291, 65, 821, 634, 748, 512, 148, 784, 423, 223, 461, 781, 378, 57, 488, 305, 421]
[913, 163, 343, 892, 721, 631, 844, 372, 797, 715, 531, 848, 114, 785, 222, 513, 319, 282, 811, 934, 183, 1, 814, 794, 881, 2, 260, 891, 382, 596, 201, 141]
[410, 587, 670, 76, 702, 823, 234, 565, 52, 90, 339, 706, 911, 168, 351, 604, 730, 503, 346, 329, 75, 460, 777, 9, 431, 939, 930, 733, 677, 924, 602, 53]
[529, 628, 48, 1023, 404, 235, 871, 1005, 918, 470, 943, 585, 482, 374, 96, 611, 307, 102, 692, 458, 391, 795, 679, 774, 157, 861, 1012, 859, 724, 108, 256, 106]
[430, 445, 622, 361, 880, 37, 1021, 906, 1009, 62, 174, 694, 274, 867, 317, 916, 763, 3, 407, 245, 117, 275, 308, 230, 321, 20, 438, 166, 935, 353, 978, 652]
