[0, 16, 273, 278, 284, 160, 298, 43, 44, 50, 179, 181, 186, 318, 191, 64, 66, 196, 89, 351, 226, 123, 228, 103, 231, 236, 111, 246, 247, 122, 319, 124]
[1, 387, 260, 15, 21, 23, 412, 286, 415, 425, 45, 46, 306, 435, 52, 311, 58, 65, 322, 197, 77, 336, 339, 213, 87, 429, 347, 359, 363, 242, 381, 405]
[257, 2, 151, 143, 407, 280, 25, 283, 162, 165, 423, 42, 427, 434, 303, 178, 309, 185, 442, 315, 71, 460, 290, 80, 209, 271, 92, 101, 104, 495, 370, 382]
[3, 261, 135, 395, 141, 145, 276, 149, 30, 389, 417, 293, 166, 299, 72, 314, 62, 456, 375, 344, 218, 480, 482, 472, 232, 489, 108, 109, 497, 372, 361, 125]
[258, 4, 134, 270, 18, 277, 24, 281, 34, 295, 296, 199, 173, 243, 313, 327, 330, 76, 214, 88, 95, 225, 98, 230, 360, 234, 365, 239, 369, 371, 245, 252]
[513, 5, 259, 520, 10, 139, 399, 17, 285, 31, 288, 419, 292, 48, 59, 454, 455, 329, 202, 594, 163, 342, 215, 164, 219, 606, 607, 483, 100, 364, 117, 253]
[388, 6, 263, 910, 783, 400, 535, 644, 158, 550, 170, 565, 310, 316, 576, 321, 195, 201, 475, 220, 94, 479, 616, 492, 878, 752, 113, 116, 503, 761, 250, 380]
[515, 7, 662, 390, 649, 138, 269, 14, 146, 531, 406, 670, 159, 289, 560, 562, 436, 54, 317, 63, 577, 83, 526, 484, 493, 498, 595, 500, 121, 507, 636, 127]
[385, 8, 142, 527, 20, 536, 537, 282, 796, 678, 39, 476, 554, 827, 832, 67, 582, 481, 207, 82, 348, 861, 864, 865, 354, 105, 874, 235, 753, 617, 888, 637]
[131, 11, 133, 264, 266, 12, 272, 401, 22, 418, 421, 41, 301, 302, 308, 182, 180, 187, 320, 324, 325, 204, 205, 208, 341, 57, 227, 358, 112, 374, 119, 120]
[897, 13, 274, 19, 150, 152, 539, 800, 547, 424, 685, 47, 694, 574, 147, 713, 847, 849, 725, 470, 860, 609, 611, 870, 744, 1005, 622, 367, 881, 114, 115, 255]
