[470, 610, 590, 386, 422, 438, 750, 746, 626, 2, 86, 30, 466, 738, 414, 486, 134, 658, 622, 490, 50, 566, 678, 582, 722, 578, 62, 274, 478, 634, 34, 138]
[384, 420, 624, 744, 436, 748, 608, 468, 588, 0, 84, 28, 464, 736, 412, 620, 488, 132, 656, 48, 564, 484, 676, 580, 60, 576, 720, 272, 476, 632, 32, 644]
[606, 558, 394, 430, 654, 482, 158, 442, 714, 206, 346, 426, 690, 310, 694, 406, 666, 46, 294, 58, 358, 734, 178, 322, 726, 330, 202, 446, 306, 510, 94, 630]
[258, 266, 538, 458, 602, 502, 186, 474, 586, 522, 594, 574, 554, 342, 398, 506, 638, 270, 650, 318, 326, 718, 262, 250, 498, 546, 382, 670, 338, 374, 182, 614]
[556, 604, 392, 428, 480, 652, 156, 440, 712, 204, 344, 688, 424, 692, 308, 404, 664, 292, 44, 56, 356, 732, 176, 320, 724, 328, 200, 444, 92, 628, 304, 508]
[256, 264, 520, 584, 472, 184, 536, 456, 500, 600, 592, 572, 396, 504, 636, 552, 340, 648, 268, 324, 316, 716, 260, 248, 380, 544, 496, 668, 336, 372, 180, 612]
[385, 421, 625, 745, 437, 749, 609, 469, 589, 1, 85, 29, 465, 737, 413, 621, 489, 657, 133, 49, 565, 485, 677, 721, 577, 581, 61, 273, 477, 633, 33, 645]
[557, 605, 393, 429, 653, 481, 157, 441, 713, 205, 345, 425, 689, 693, 309, 405, 665, 45, 293, 57, 357, 201, 329, 177, 321, 733, 725, 445, 305, 509, 93, 629]
[257, 265, 601, 501, 537, 457, 521, 585, 185, 473, 593, 573, 397, 505, 553, 341, 637, 649, 269, 317, 325, 717, 261, 249, 381, 545, 497, 669, 337, 373, 181, 613]
[512, 280, 312, 764, 332, 492, 660, 348, 540, 68, 616, 368, 704, 448, 116, 560, 416, 360, 516, 296, 460, 288, 136, 240, 700, 252, 128, 88, 432, 216, 400, 4]
[514, 282, 26, 530, 314, 766, 334, 494, 534, 762, 662, 350, 542, 70, 618, 370, 706, 450, 118, 562, 418, 362, 518, 298, 462, 402, 646, 742, 290, 354, 434, 702]
[513, 281, 25, 529, 313, 765, 333, 493, 661, 349, 533, 541, 69, 369, 617, 761, 705, 449, 117, 561, 417, 361, 517, 297, 461, 741, 289, 353, 137, 241, 701, 525]
[142, 378, 278, 226, 390, 102, 454, 286, 682, 730, 570, 166, 754, 642, 170, 10, 78, 162, 686, 74, 194, 758, 674, 210, 698, 366, 598, 302, 710, 550, 106, 14]
[528, 24, 276, 224, 376, 140, 388, 100, 452, 532, 284, 752, 164, 680, 568, 728, 760, 20, 232, 640, 168, 8, 76, 160, 756, 192, 672, 684, 72, 208, 696, 364]
[277, 225, 141, 377, 389, 101, 453, 285, 753, 165, 681, 569, 729, 641, 169, 9, 77, 161, 685, 73, 193, 757, 673, 209, 697, 365, 597, 301, 709, 549, 105, 13]
[548, 104, 12, 596, 300, 708, 352, 740, 52, 236, 36, 144, 524, 112, 408, 40, 212, 228, 172, 108, 148, 96, 244, 152, 80, 220, 196, 124, 188, 1008, 16, 64]
[904, 908, 856, 788, 880, 972, 844, 808, 940, 820, 828, 1012, 776, 824, 916, 780, 932, 120, 784, 832, 872, 1020, 948, 860, 984, 1016, 796, 980, 924, 884, 996, 1004]
[315, 767, 233, 21, 237, 53, 37, 451, 255, 229, 129, 89, 145, 213, 41, 409, 113, 173, 109, 149, 97, 253, 401, 245, 926, 433, 219, 1011, 5, 463, 299, 435]
[22, 234, 238, 54, 38, 230, 130, 90, 146, 214, 410, 114, 526, 242, 42, 925, 254, 174, 110, 150, 98, 246, 6, 519, 119, 82, 126, 419, 154, 218, 122, 66]
[992, 888, 968, 864, 792, 848, 772, 868, 896, 852, 1000, 812, 976, 944, 960, 800, 988, 876, 892, 804, 952, 768, 964, 900, 816, 912, 836, 956, 920, 840, 928, 936]
[515, 283, 335, 495, 191, 71, 81, 125, 663, 351, 619, 371, 543, 859, 65, 17, 221, 121, 153, 217, 707, 223, 1015, 18, 222, 563, 911, 291, 197, 907, 189, 1010]
[423, 387, 747, 627, 51, 215, 31, 131, 3, 87, 467, 415, 139, 983, 7, 799, 659, 135, 703, 583, 915, 19, 275, 91, 831, 839, 779, 403, 83, 479, 823, 363]
[846, 974, 790, 882, 890, 994, 866, 970, 810, 942, 918, 826, 782, 934, 874, 1022, 986, 1018, 794, 850, 862, 950, 1006, 898, 854, 1002, 814, 978, 774, 870, 818, 922]
[190, 1009, 906, 910, 905, 909, 858, 857, 822, 830, 834, 786, 778, 998, 198, 821, 829, 798, 982, 838, 777, 797, 981, 833, 785, 1014, 1013, 997, 914, 770, 966, 837]
[395, 431, 847, 975, 483, 107, 247, 811, 943, 827, 919, 783, 935, 175, 727, 1023, 875, 927, 887, 987, 359, 59, 1019, 923, 407, 667, 803, 1007, 447, 991, 47, 295]
[559, 607, 531, 27, 535, 763, 791, 883, 207, 347, 159, 443, 715, 771, 691, 427, 655, 311, 951, 871, 775, 203, 695, 863, 735, 331, 967, 355, 743, 947, 631, 179]
[199, 187, 595, 575, 259, 267, 603, 503, 539, 459, 475, 639, 399, 507, 555, 343, 327, 795, 851, 155, 339, 651, 271, 319, 719, 671, 959, 499, 903, 183, 383, 879]
[751, 439, 471, 611, 591, 739, 789, 881, 491, 623, 679, 567, 487, 63, 973, 845, 579, 723, 999, 787, 835, 635, 949, 861, 809, 941, 825, 917, 781, 933, 873, 1021]
[878, 894, 802, 990, 806, 954, 946, 962, 902, 842, 930, 958, 773, 869, 886, 527, 43, 985, 1005, 647, 243, 945, 961, 1017, 769, 965, 801, 989, 35, 938, 921, 885]
[279, 227, 99, 571, 523, 587, 287, 891, 995, 731, 867, 971, 391, 455, 103, 683, 67, 211, 39, 615, 79, 11, 163, 151, 263, 251, 899, 547, 931, 239, 1003, 699]
[993, 889, 969, 865, 793, 849, 963, 111, 411, 95, 897, 819, 307, 511, 853, 1001, 123, 877, 893, 813, 977, 805, 953, 323, 115, 957, 901, 841, 929, 551, 937, 913]
[143, 379, 687, 231, 23, 235, 167, 755, 127, 643, 171, 807, 375, 75, 195, 759, 675, 939, 815, 979, 955, 303, 367, 147, 15, 599, 711, 843, 895, 855, 55, 817]
