[5, 473, 121, 382, 268, 556, 308, 866, 822, 199, 547, 907, 591, 443, 675, 956, 917, 302, 360, 183, 947, 926, 872, 1018, 225, 656, 112, 724, 1000, 325, 563, 153]
[774, 906, 422, 507, 301, 335, 434, 1017, 562, 617, 166, 754, 367, 884, 709, 849, 800, 198, 18, 606, 723, 466, 285, 252, 953, 683, 194, 937, 318, 292, 467, 291]
[784, 587, 111, 362, 828, 707, 136, 807, 128, 732, 858, 281, 24, 623, 548, 727, 1001, 319, 966, 919, 499, 484, 705, 537, 416, 782, 234, 431, 971, 56, 1004, 693]
[686, 496, 604, 244, 144, 950, 189, 474, 390, 508, 48, 229, 833, 837, 58, 985, 809, 616, 669, 337, 278, 665, 29, 227, 642, 597, 159, 802, 640, 905, 488, 259]
[446, 869, 464, 766, 861, 502, 676, 493, 195, 203, 279, 689, 158, 155, 264, 632, 15, 792, 643, 282, 263, 476, 880, 116, 762, 45, 819, 596, 652, 982, 983, 351]
[354, 990, 55, 369, 460, 115, 417, 692, 897, 852, 636, 137, 60, 62, 743, 582, 447, 912, 470, 186, 364, 442, 482, 760, 204, 212, 600, 92, 664, 940, 902, 427]
[572, 576, 323, 228, 910, 151, 139, 506, 816, 223, 86, 593, 246, 661, 185, 122, 890, 737, 242, 775, 269, 160, 916, 385, 594, 580, 324, 867, 584, 986, 468, 898]
[672, 73, 19, 931, 240, 147, 815, 1021, 824, 67, 163, 935, 441, 305, 217, 412, 748, 805, 989, 695, 868, 789, 679, 22, 973, 247, 958, 659, 818, 202, 14, 702]
[716, 1016, 517, 299, 435, 742, 553, 554, 668, 615, 368, 779, 685, 739, 749, 915, 333, 32, 680, 120, 457, 321, 706, 840, 419, 510, 334, 239, 448, 936, 738, 798]
[257, 741, 913, 795, 598, 118, 210, 763, 26, 945, 1002, 138, 317, 366, 164, 485, 13, 254, 277, 967, 320, 607, 564, 123, 124, 191, 287, 699, 620, 770, 641, 414]
[0, 893, 298, 491, 35, 170, 98, 888, 258, 979, 823, 407, 471, 288, 314, 500, 380, 565, 719, 860, 538, 167, 175, 77, 131, 914, 839, 196, 524, 794, 88, 501]
[992, 230, 543, 331, 72, 677, 169, 612, 132, 379, 682, 974, 461, 691, 219, 11, 764, 395, 590, 65, 759, 847, 114, 634, 586, 284, 808, 930, 492, 933, 352, 389]
[783, 1014, 690, 825, 710, 370, 262, 490, 3, 421, 513, 725, 838, 100, 673, 248, 347, 540, 479, 996, 625, 57, 411, 589, 190, 645, 630, 16, 475, 477, 133, 328]
[398, 1006, 261, 286, 965, 216, 386, 266, 533, 715, 241, 845, 863, 392, 188, 197, 975, 883, 939, 126, 704, 108, 12, 208, 654, 842, 215, 66, 249, 445, 626, 283]
[649, 85, 797, 357, 518, 549, 859, 1020, 119, 396, 149, 791, 603, 406, 834, 374, 177, 312, 639, 47, 472, 674, 694, 459, 722, 200, 243, 68, 602, 511, 671, 253]
